epoch;acc;loss;val_acc;val_loss
4;0.65;1.0088141441345215;0.30000001192092896;1.1052510738372803
5;0.66875;0.977696704864502;0.30000001192092896;1.1173408031463623
6;0.6625;0.9478368520736694;0.30000001192092896;1.131376028060913
7;0.66875;0.9173427581787109;0.30000001192092896;1.131966233253479
8;0.6875;0.8733387470245362;0.32499998807907104;1.1326401233673096
9;0.7;0.8300739049911499;0.375;1.118398904800415
10;0.725;0.7893242120742798;0.30000001192092896;1.2447731494903564
11;0.68125;0.7699371576309204;0.32499998807907104;1.1154749393463135
12;0.81875;0.7155072212219238;0.30000001192092896;1.1657116413116455
13;0.79375;0.6689359664916992;0.3499999940395355;1.088439702987671
14;0.875;0.6512207388877869;0.32499998807907104;1.1223703622817993
15;0.85;0.5997629404067993;0.375;1.1210792064666748
16;0.8625;0.5674571990966797;0.42500001192092896;1.100119709968567
17;0.9;0.5376122236251831;0.375;1.1330785751342773
18;0.875;0.48814781904220583;0.32499998807907104;1.234572172164917
19;0.85625;0.4916247844696045;0.32499998807907104;1.2541191577911377
0;0.34375;1.0954337120056152;0.2750000059604645;1.1343172788619995
1;0.4;1.0806684494018555;0.2750000059604645;1.1077686548233032
2;0.43125;1.0731146812438965;0.2750000059604645;1.103751540184021
3;0.4375;1.0637499570846558;0.2750000059604645;1.1003559827804565
4;0.46875;1.0535691022872924;0.2750000059604645;1.0991226434707642
5;0.4875;1.0383059859275818;0.2750000059604645;1.1143198013305664
6;0.45;1.0199970483779908;0.2750000059604645;1.1295102834701538
7;0.44375;1.0035451412200929;0.2750000059604645;1.1135618686676025
8;0.475;0.9841830253601074;0.2750000059604645;1.1067627668380737
9;0.4875;0.963633680343628;0.2750000059604645;1.105837106704712
10;0.53125;0.9403446435928344;0.5249999761581421;1.0838912725448608
11;0.725;0.9135648488998414;0.2750000059604645;1.1251248121261597
12;0.5;0.8882905006408691;0.5249999761581421;1.0783250331878662
13;0.7;0.8557497501373291;0.550000011920929;1.0715811252593994
14;0.725;0.8276883602142334;0.42500001192092896;1.0552661418914795
15;0.7;0.826133418083191;0.42500001192092896;1.0518873929977417
16;0.71875;0.7797802686691284;0.550000011920929;1.056309700012207
17;0.8;0.7446750640869141;0.4749999940395355;1.0780844688415527
18;0.81875;0.7164678812026978;0.5249999761581421;1.0497045516967773
19;0.7625;0.6925488233566284;0.550000011920929;1.0852974653244019
0;0.6645833;0.6374861359596252;0.658333420753479;0.6291257739067078
1;0.6708334;0.5729454040527344;0.6666666865348816;0.6228106617927551
2;0.7020834;0.5267473459243774;0.6666666865348816;0.6153480410575867
3;0.74375004;0.48554456830024717;0.6666666865348816;0.5993058085441589
4;0.7979167;0.4452063798904419;0.7583333253860474;0.5837057828903198
5;0.8875;0.4074706733226776;0.7416666746139526;0.5884048342704773
6;0.9041667;0.37989838123321534;0.7250000238418579;0.5725044012069702
7;0.91875;0.35036941766738894;0.75;0.5657749176025391
8;0.9395833;0.31902233362197874;0.7416666746139526;0.5592011213302612
9;0.9458333;0.29549185037612913;0.7416666746139526;0.557054877281189
0;0.36875;1.0986140727996827;0.4000000059604645;1.0912055969238281
1;0.45;1.0802380561828613;0.625;1.0785844326019287
2;0.59375;1.0623493671417237;0.625;1.0717326402664185
3;0.5875;1.037536334991455;0.6499999761581421;1.0639692544937134
4;0.675;1.0142568588256835;0.4000000059604645;1.0531762838363647
5;0.51875;0.984093964099884;0.4000000059604645;1.0398828983306885
6;0.525;0.9569580793380738;0.4000000059604645;1.0278980731964111
7;0.50625;0.9235309839248658;0.625;1.0108140707015991
8;0.71875;0.8830422282218933;0.6000000238418579;0.9933428764343262
9;0.7875;0.8475754976272583;0.44999998807907104;0.9950348138809204
10;0.75625;0.817876672744751;0.6499999761581421;0.9636011123657227
11;0.76875;0.7681341171264648;0.574999988079071;0.9454854130744934
12;0.8125;0.7302337527275086;0.625;0.9408855438232422
13;0.7875;0.7071966767311096;0.574999988079071;0.9095226526260376
14;0.8125;0.6599058866500854;0.6000000238418579;0.9040353894233704
15;0.825;0.6330189347267151;0.574999988079071;0.8822738528251648
16;0.83125;0.6060123920440674;0.574999988079071;0.8789970278739929
17;0.8125;0.5883722305297852;0.6000000238418579;0.8602496981620789
18;0.825;0.5552103400230408;0.6000000238418579;0.8507978320121765
19;0.825;0.5354238510131836;0.625;0.8434387445449829
0;0.6666667;0.6391999840736389;0.6666666865348816;0.6204153895378113
1;0.6729167;0.5751445055007934;0.6666666865348816;0.6195356249809265
2;0.7000001;0.5304906964302063;0.6666666865348816;0.6047534942626953
3;0.7375;0.4977251052856445;0.7416666746139526;0.6004490256309509
4;0.8020834;0.4735100507736206;0.7416666746139526;0.5857047438621521
5;0.8583334;0.4337374627590179;0.7416666746139526;0.5787364840507507
6;0.8625;0.404339337348938;0.7333333492279053;0.5820325613021851
7;0.8833333;0.38756089806556704;0.7500000596046448;0.5633412599563599
8;0.9104167;0.35305595993995664;0.7250000238418579;0.5658796429634094
9;0.9187501;0.3299166738986969;0.7333333492279053;0.5448720455169678
0;0.475;1.087225580215454;0.375;1.0983619689941406
1;0.475;1.034427285194397;0.375;1.067057490348816
2;0.4875;1.0162153720855713;0.375;1.0694411993026733
3;0.48125;1.0025059938430787;0.375;1.0452070236206055
4;0.60625;0.9822167992591858;0.375;1.0640459060668945
5;0.4875;0.9561498641967774;0.375;1.053295373916626
6;0.5375;0.9372314453125;0.375;1.0853135585784912
7;0.50625;0.9225928783416748;0.4000000059604645;1.016917109489441
8;0.66875;0.8883950352668762;0.375;1.0158860683441162
9;0.68125;0.8617058277130127;0.574999988079071;0.9979448318481445
10;0.69375;0.8298175930976868;0.4749999940395355;1.0143029689788818
11;0.7;0.8081058621406555;0.574999988079071;0.9725179672241211
12;0.7;0.7662152767181396;0.6000000238418579;0.8975687026977539
13;0.73125;0.744378125667572;0.574999988079071;0.9768417477607727
14;0.70625;0.7133120656013489;0.625;0.909558892250061
15;0.73125;0.6704012513160705;0.625;0.8887676000595093
16;0.76875;0.6392224311828614;0.625;0.9046457409858704
17;0.74375;0.6057649850845337;0.625;0.871289849281311
18;0.7875;0.5732050657272338;0.6499999761581421;0.8828397989273071
19;0.84375;0.5452874660491943;0.6000000238418579;0.8288393020629883
